"";"ensembl_gene_id";"description";"external_gene_name";"entrezgene";"zfin_id_id"
"16873";"ENSDARG00000087780";"T cell lymphoma invasion and metastasis 2a [Source:ZFIN;Acc:ZDB-GENE-030219-98]";"tiam2a";100334442;"ZDB-GENE-030219-98"
"16874";"ENSDARG00000087782";"ring finger protein 152 [Source:ZFIN;Acc:ZDB-GENE-050327-84]";"rnf152";541544;"ZDB-GENE-050327-84"
"16875";"ENSDARG00000087784";"si:dkeyp-110a12.4 [Source:ZFIN;Acc:ZDB-GENE-131121-498]";"si:dkeyp-110a12.4";100001360;"ZDB-GENE-131121-498"
"16876";"ENSDARG00000087788";"si:ch211-22k7.9 [Source:ZFIN;Acc:ZDB-GENE-070424-160]";"si:ch211-22k7.9";100006564;"ZDB-GENE-070424-160"
"16877";"ENSDARG00000087793";"si:dkey-54n8.2 [Source:ZFIN;Acc:ZDB-GENE-131121-569]";"si:dkey-54n8.2";100002736;"ZDB-GENE-131121-569"
"16878";"ENSDARG00000087798";"prodynorphin [Source:ZFIN;Acc:ZDB-GENE-060417-1]";"pdyn";414850;"ZDB-GENE-060417-1"
"16879";"ENSDARG00000087804";"tumor necrosis factor receptor superfamily, member 11a, NFKB activator [Source:ZFIN;Acc:ZDB-GENE-120910-2]";"tnfrsf11a";100333821;"ZDB-GENE-120910-2"
"16880";"ENSDARG00000087805";"claudin 34a [Source:NCBI gene;Acc:568833]";"FP236735.1";568833;""
"16881";"ENSDARG00000087814";"membrane frizzled-related protein [Source:ZFIN;Acc:ZDB-GENE-160728-150]";"mfrp";101885305;"ZDB-GENE-160728-150"
"16882";"ENSDARG00000087817";"si:dkey-30g5.1 [Source:ZFIN;Acc:ZDB-GENE-091116-100]";"si:dkey-30g5.1";NA;"ZDB-GENE-091116-100"
"16883";"ENSDARG00000087822";"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:ZFIN;Acc:ZDB-GENE-110927-1]";"agap3";324332;"ZDB-GENE-110927-1"
"16884";"ENSDARG00000087828";"si:dkey-211g8.9 [Source:ZFIN;Acc:ZDB-GENE-120215-191]";"FFAR1";100535798;"ZDB-GENE-120215-191"
"16885";"ENSDARG00000087832";"B cell CLL/lymphoma 3 [Source:ZFIN;Acc:ZDB-GENE-061013-1]";"bcl3";565656;"ZDB-GENE-061013-1"
"16886";"ENSDARG00000087835";"si:ch211-113p18.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4983]";"si:ch211-113p18.3";559644;"ZDB-GENE-030131-4983"
"16887";"ENSDARG00000087839";"si:dkey-33c14.6 [Source:ZFIN;Acc:ZDB-GENE-131120-188]";"si:dkey-33c14.6";100333245;"ZDB-GENE-131120-188"
"16888";"ENSDARG00000087843";"contactin 1a [Source:ZFIN;Acc:ZDB-GENE-030427-1]";"cntn1a";NA;"ZDB-GENE-030427-1"
"16889";"ENSDARG00000087844";"pleckstrin homology domain containing, family N member 1 [Source:ZFIN;Acc:ZDB-GENE-090313-357]";"plekhn1";569267;"ZDB-GENE-090313-357"
"16890";"ENSDARG00000087857";"si:ch211-180a12.2 [Source:ZFIN;Acc:ZDB-GENE-121214-236]";"si:ch211-180a12.2";100150385;"ZDB-GENE-121214-236"
"16891";"ENSDARG00000087863";"CD44 molecule (Indian blood group) a [Source:ZFIN;Acc:ZDB-GENE-110429-1]";"cd44a";797357;"ZDB-GENE-110429-1"
"16892";"ENSDARG00000087867";"proton myo-inositol cotransporter-like [Source:NCBI gene;Acc:101882338]";"CABZ01043955.1";101882338;""
"16893";"ENSDARG00000087869";"si:ch211-11k18.4 [Source:ZFIN;Acc:ZDB-GENE-070912-22]";"si:ch211-11k18.4";559333;"ZDB-GENE-070912-22"
"16894";"ENSDARG00000087870";"adhesion G protein-coupled receptor F3a [Source:ZFIN;Acc:ZDB-GENE-131121-607]";"adgrf3a";101886922;"ZDB-GENE-131121-607"
"16895";"ENSDARG00000087873";"2-epi-5-epi-valiolone synthase [Source:ZFIN;Acc:ZDB-GENE-131121-365]";"eevs";100003999;"ZDB-GENE-131121-365"
"16896";"ENSDARG00000087893";"ring finger protein 216 [Source:ZFIN;Acc:ZDB-GENE-081104-199]";"rnf216";559441;"ZDB-GENE-081104-199"
"16897";"ENSDARG00000087897";"H2A histone family, member Y2 [Source:ZFIN;Acc:ZDB-GENE-050913-114]";"h2afy2";558711;"ZDB-GENE-050913-114"
"16898";"ENSDARG00000087901";"";"CU896691.1";NA;""
"16899";"ENSDARG00000087907";"NDUFA4, mitochondrial complex associated like 2b [Source:ZFIN;Acc:ZDB-GENE-130530-919]";"ndufa4l2b";101884787;"ZDB-GENE-130530-919"
"16900";"ENSDARG00000087909";"interleukin 4 [Source:ZFIN;Acc:ZDB-GENE-100204-1]";"il4";100188894;"ZDB-GENE-100204-1"
"16901";"ENSDARG00000087910";"dishevelled-binding antagonist of beta-catenin 3a [Source:ZFIN;Acc:ZDB-GENE-091204-226]";"dact3a";101884530;"ZDB-GENE-091204-226"
"16902";"ENSDARG00000087911";"proteasome activator subunit 4a [Source:ZFIN;Acc:ZDB-GENE-091204-452]";"psme4a";793897;"ZDB-GENE-091204-452"
"16903";"ENSDARG00000087916";"transmembrane protein 240a [Source:ZFIN;Acc:ZDB-GENE-090313-306]";"tmem240a";568378;"ZDB-GENE-090313-306"
"16904";"ENSDARG00000087920";"novel immune-type receptor 10a [Source:ZFIN;Acc:ZDB-GENE-041001-5]";"nitr10a";794686;"ZDB-GENE-041001-5"
"16905";"ENSDARG00000087921";"phospholipase C, epsilon 1 [Source:ZFIN;Acc:ZDB-GENE-061212-4]";"plce1";568288;"ZDB-GENE-061212-4"
"16906";"ENSDARG00000087927";"nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:ZFIN;Acc:ZDB-GENE-040426-2669]";"nudt9";406661;"ZDB-GENE-040426-2669"
"16907";"ENSDARG00000087933";"zgc:174972 [Source:ZFIN;Acc:ZDB-GENE-080219-6]";"zgc:174972";794481;"ZDB-GENE-080219-6"
"16908";"ENSDARG00000087937";"cyclin-dependent kinase 4 [Source:ZFIN;Acc:ZDB-GENE-060929-974]";"cdk4";777730;"ZDB-GENE-060929-974"
"16909";"ENSDARG00000087941";"phosphodiesterase 8A [Source:ZFIN;Acc:ZDB-GENE-070112-622]";"pde8a";791145;"ZDB-GENE-070112-622"
"16910";"ENSDARG00000087950";"IWS1, SUPT6H interacting protein [Source:NCBI gene;Acc:100329390]";"CABZ01044053.1";100329390;""
"16911";"ENSDARG00000087954";"Rac family small GTPase 1b [Source:ZFIN;Acc:ZDB-GENE-060312-45]";"rac1b";562838;"ZDB-GENE-060312-45"
"16912";"ENSDARG00000087956";"Src homology 2 domain containing E [Source:ZFIN;Acc:ZDB-GENE-090915-6]";"she";561493;"ZDB-GENE-090915-6"
"16913";"ENSDARG00000087961";"avidin [Source:ZFIN;Acc:ZDB-GENE-140205-1]";"avd";567678;"ZDB-GENE-140205-1"
"16914";"ENSDARG00000087962";"RNA polymerase II associated protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-928]";"rpap3";393173;"ZDB-GENE-040426-928"
"16915";"ENSDARG00000087968";"odorant receptor, family E, subfamily 122, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-192]";"or122-2";30357;"ZDB-GENE-990415-192"
"16916";"ENSDARG00000087978";"";"CU657980.2";NA;""
"16917";"ENSDARG00000087981";"solute carrier family 6 (neurotransmitter transporter), member 11b [Source:ZFIN;Acc:ZDB-GENE-121116-2]";"slc6a11b";100150472;"ZDB-GENE-121116-2"
"16918";"ENSDARG00000087983";"immunoglobulin superfamily, member 5a [Source:ZFIN;Acc:ZDB-GENE-091204-182]";"igsf5a";561211;"ZDB-GENE-091204-182"
"16919";"ENSDARG00000087985";"zinc finger protein 365 [Source:ZFIN;Acc:ZDB-GENE-131121-260]";"znf365";799320;"ZDB-GENE-131121-260"
"16920";"ENSDARG00000087993";"BCL2 associated agonist of cell death a [Source:ZFIN;Acc:ZDB-GENE-030131-2378]";"bada";564921;"ZDB-GENE-030131-2378"
"16921";"ENSDARG00000087994";"si:ch211-114c17.1 [Source:ZFIN;Acc:ZDB-GENE-140106-201]";"si:ch211-114c17.1";100334796;"ZDB-GENE-140106-201"
"16922";"ENSDARG00000087996";"poly(A) binding protein, nuclear 1-like (cytoplasmic) [Source:ZFIN;Acc:ZDB-GENE-080709-5]";"pabpn1l";796580;"ZDB-GENE-080709-5"
"16923";"ENSDARG00000088000";"zinc finger protein 1057 [Source:ZFIN;Acc:ZDB-GENE-131120-158]";"znf1057";100537530;"ZDB-GENE-131120-158"
"16924";"ENSDARG00000088002";"wu:fc23c09 [Source:ZFIN;Acc:ZDB-GENE-030131-2988]";"wu:fc23c09";101882092;"ZDB-GENE-030131-2988"
"16925";"ENSDARG00000088013";"zgc:136333 [Source:ZFIN;Acc:ZDB-GENE-060616-143]";"zgc:136333";723999;"ZDB-GENE-060616-143"
"16926";"ENSDARG00000088019";"si:ch211-114l13.12 [Source:ZFIN;Acc:ZDB-GENE-120215-211]";"si:ch211-114l13.12";100537348;"ZDB-GENE-120215-211"
"16927";"ENSDARG00000088022";"major histocompatibility complex class I ZFA [Source:ZFIN;Acc:ZDB-GENE-130206-9]";"mhc1zfa";102467220;"ZDB-GENE-130206-9"
"16928";"ENSDARG00000088023";"si:dkey-26c10.5 [Source:ZFIN;Acc:ZDB-GENE-060607-13]";"si:dkey-26c10.5";563797;"ZDB-GENE-060607-13"
"16929";"ENSDARG00000088029";"si:ch73-125k17.2 [Source:ZFIN;Acc:ZDB-GENE-120215-164]";"si:ch73-125k17.2";793310;"ZDB-GENE-120215-164"
"16930";"ENSDARG00000088030";"ribosomal protein L35a [Source:ZFIN;Acc:ZDB-GENE-040718-190]";"rpl35a";436760;"ZDB-GENE-040718-190"
"16931";"ENSDARG00000088036";"si:dkey-106g10.7 [Source:ZFIN;Acc:ZDB-GENE-160728-46]";"si:dkey-106g10.7";793997;"ZDB-GENE-160728-46"
"16932";"ENSDARG00000088039";"";"CU929391.1";NA;""
"16933";"ENSDARG00000088040";"si:dkeyp-27c8.2 [Source:ZFIN;Acc:ZDB-GENE-090311-51]";"si:dkeyp-27c8.2";557652;"ZDB-GENE-090311-51"
"16934";"ENSDARG00000088044";"si:ch73-139j3.4 [Source:ZFIN;Acc:ZDB-GENE-140106-202]";"si:ch73-139j3.4";101884436;"ZDB-GENE-140106-202"
"16935";"ENSDARG00000088048";"fibroblast growth factor 18a [Source:ZFIN;Acc:ZDB-GENE-030714-1]";"fgf18a";359829;"ZDB-GENE-030714-1"
"16936";"ENSDARG00000088051";"zinc finger protein 658B-like [Source:NCBI gene;Acc:100537716]";"AL935044.1";100537716;""
"16937";"ENSDARG00000088058";"Pim proto-oncogene, serine/threonine kinase, related 70 [Source:ZFIN;Acc:ZDB-GENE-120215-28]";"pimr70";562898;"ZDB-GENE-120215-28"
"16938";"ENSDARG00000088058";"Pim proto-oncogene, serine/threonine kinase, related 70 [Source:ZFIN;Acc:ZDB-GENE-120215-28]";"pimr70";108190369;"ZDB-GENE-120215-28"
"16939";"ENSDARG00000088067";"Pim proto-oncogene, serine/threonine kinase, related 187 [Source:ZFIN;Acc:ZDB-GENE-081104-161]";"pimr187";NA;"ZDB-GENE-081104-161"
"16940";"ENSDARG00000088069";"interferon-induced protein with tetratricopeptide repeats 5 [Source:NCBI gene;Acc:572297]";"CR759879.1";572297;""
"16941";"ENSDARG00000088072";"ubiquitin specific peptidase 43b [Source:ZFIN;Acc:ZDB-GENE-120524-2]";"usp43b";100149276;"ZDB-GENE-120524-2"
"16942";"ENSDARG00000088073";"family with sequence similarity 110, member B [Source:ZFIN;Acc:ZDB-GENE-050626-70]";"fam110b";573995;"ZDB-GENE-050626-70"
"16943";"ENSDARG00000088078";"ubiquitin specific peptidase 18 [Source:ZFIN;Acc:ZDB-GENE-100210-2]";"usp18";100334535;"ZDB-GENE-100210-2"
"16944";"ENSDARG00000088079";"transmembrane p24 trafficking protein 6 [Source:ZFIN;Acc:ZDB-GENE-131121-182]";"tmed6";101884766;"ZDB-GENE-131121-182"
"16945";"ENSDARG00000088082";"si:ch211-214c20.1 [Source:ZFIN;Acc:ZDB-GENE-081103-49]";"si:ch211-214c20.1";NA;"ZDB-GENE-081103-49"
"16946";"ENSDARG00000088083";"SIK family kinase 3 [Source:ZFIN;Acc:ZDB-GENE-140106-203]";"sik3";NA;"ZDB-GENE-140106-203"
"16947";"ENSDARG00000088084";"si:dkey-66i24.8 [Source:ZFIN;Acc:ZDB-GENE-130531-72]";"si:dkey-66i24.8";570015;"ZDB-GENE-130531-72"
"16948";"ENSDARG00000088087";"lysine (K)-specific demethylase 6B, a [Source:ZFIN;Acc:ZDB-GENE-091005-1]";"kdm6ba";556678;"ZDB-GENE-091005-1"
"16949";"ENSDARG00000088091";"profilin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-33]";"pfn1";799355;"ZDB-GENE-031002-33"
"16950";"ENSDARG00000088100";"Kv channel interacting protein 4 [Source:NCBI gene;Acc:100536963]";"KCNIP4";100536963;""
"16951";"ENSDARG00000088116";"glutathione S-transferase mu tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-050309-24]";"gstm.3";568744;"ZDB-GENE-050309-24"
"16952";"ENSDARG00000088117";"fucosyltransferase 8b (alpha (1,6) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-130530-923]";"fut8b";100331714;"ZDB-GENE-130530-923"
"16953";"ENSDARG00000088121";"polycystic kidney disease 1 like 2b [Source:ZFIN;Acc:ZDB-GENE-141222-87]";"pkd1l2b";NA;"ZDB-GENE-141222-87"
"16954";"ENSDARG00000088123";"zinc finger protein 217 [Source:ZFIN;Acc:ZDB-GENE-030131-2542]";"znf217";100537540;"ZDB-GENE-030131-2542"
"16955";"ENSDARG00000088124";"adrenoceptor beta 2, surface a [Source:ZFIN;Acc:ZDB-GENE-100414-3]";"adrb2a";565838;"ZDB-GENE-100414-3"
"16956";"ENSDARG00000088130";"si:dkey-30c15.10 [Source:ZFIN;Acc:ZDB-GENE-060503-826]";"si:dkey-30c15.10";559353;"ZDB-GENE-060503-826"
"16957";"ENSDARG00000088136";"protocadherin 2 alpha a 15 [Source:ZFIN;Acc:ZDB-GENE-041118-15]";"pcdh2aa15";493601;"ZDB-GENE-041118-15"
"16958";"ENSDARG00000088137";"adhesion G protein-coupled receptor G2a [Source:ZFIN;Acc:ZDB-GENE-140106-206]";"adgrg2a";101882832;"ZDB-GENE-140106-206"
"16959";"ENSDARG00000088140";"hydroxysteroid (17-beta) dehydrogenase 7 [Source:ZFIN;Acc:ZDB-GENE-061013-378]";"hsd17b7";768185;"ZDB-GENE-061013-378"
"16960";"ENSDARG00000088143";"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Gb [Source:ZFIN;Acc:ZDB-GENE-111117-1]";"sema4gb";100534852;"ZDB-GENE-111117-1"
"16961";"ENSDARG00000088145";"autophagy related 4D, cysteine peptidase b [Source:ZFIN;Acc:ZDB-GENE-131025-1]";"atg4db";100329304;"ZDB-GENE-131025-1"
"16962";"ENSDARG00000088157";"SPARC related modular calcium binding 2 [Source:ZFIN;Acc:ZDB-GENE-021031-5]";"smoc2";266988;"ZDB-GENE-021031-5"
"16963";"ENSDARG00000088160";"";"CABZ01056629.1";NA;""
"16964";"ENSDARG00000088165";"";"BX470188.1";NA;""
"16965";"ENSDARG00000088167";"si:ch211-112g6.4 [Source:ZFIN;Acc:ZDB-GENE-160728-119]";"si:ch211-112g6.4";101884039;"ZDB-GENE-160728-119"
"16966";"ENSDARG00000088168";"actin binding LIM protein family, member 3 [Source:ZFIN;Acc:ZDB-GENE-070112-1122]";"ablim3";566821;"ZDB-GENE-070112-1122"
"16967";"ENSDARG00000088171";"circadian associated repressor of transcription b [Source:ZFIN;Acc:ZDB-GENE-131127-285]";"ciartb";NA;"ZDB-GENE-131127-285"
"16968";"ENSDARG00000088178";"tumor protein p53 inducible nuclear protein 2 [Source:ZFIN;Acc:ZDB-GENE-120420-1]";"tp53inp2";564072;"ZDB-GENE-120420-1"
"16969";"ENSDARG00000088181";"metallophosphoesterase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-111104-1]";"mpped1";799266;"ZDB-GENE-111104-1"
"16970";"ENSDARG00000088189";"si:ch211-135n15.3 [Source:ZFIN;Acc:ZDB-GENE-131121-406]";"si:ch211-135n15.3";100330743;"ZDB-GENE-131121-406"
"16971";"ENSDARG00000088192";"vomeronasal 2 receptor, h13 [Source:ZFIN;Acc:ZDB-GENE-050419-264]";"v2rh13";557054;"ZDB-GENE-050419-264"
"16972";"ENSDARG00000088195";"si:ch211-168f7.5 [Source:ZFIN;Acc:ZDB-GENE-030131-897]";"si:ch211-168f7.5";322178;"ZDB-GENE-030131-897"
"16973";"ENSDARG00000088198";"";"CABZ01077220.1";NA;""
"16974";"ENSDARG00000088202";"SH3 domain containing 19 [Source:ZFIN;Acc:ZDB-GENE-050522-481]";"sh3d19";553811;"ZDB-GENE-050522-481"
"16975";"ENSDARG00000088204";"shisa family member 8b [Source:ZFIN;Acc:ZDB-GENE-130603-87]";"shisa8b";101882404;"ZDB-GENE-130603-87"
"16976";"ENSDARG00000088207";"Ras converting CAAX endopeptidase 1b [Source:ZFIN;Acc:ZDB-GENE-091204-277]";"rce1b";566908;"ZDB-GENE-091204-277"
"16977";"ENSDARG00000088214";"si:dkey-23a23.3 [Source:ZFIN;Acc:ZDB-GENE-110913-89]";"si:dkey-23a23.3";NA;"ZDB-GENE-110913-89"
"16978";"ENSDARG00000088219";"zmp:0000000924 [Source:ZFIN;Acc:ZDB-GENE-130530-927]";"zmp:0000000924";NA;"ZDB-GENE-130530-927"
"16979";"ENSDARG00000088222";"family with sequence similarity 78, member Ab [Source:ZFIN;Acc:ZDB-GENE-080220-25]";"fam78ab";100002878;"ZDB-GENE-080220-25"
"16980";"ENSDARG00000088225";"wu:fj77h11 [Source:NCBI gene;Acc:100536950]";"FO082877.1";100536950;""
"16981";"ENSDARG00000088227";"transmembrane protein 163b [Source:ZFIN;Acc:ZDB-GENE-091204-410]";"tmem163b";100333673;"ZDB-GENE-091204-410"
"16982";"ENSDARG00000088232";"shisa family member 2b [Source:ZFIN;Acc:ZDB-GENE-170119-1]";"shisa2b";100537021;"ZDB-GENE-170119-1"
"16983";"ENSDARG00000088234";"si:ch211-217k17.12 [Source:ZFIN;Acc:ZDB-GENE-061207-20]";"si:ch211-217k17.12";559555;"ZDB-GENE-061207-20"
"16984";"ENSDARG00000088238";"KAT8 regulatory NSL complex subunit 1b [Source:ZFIN;Acc:ZDB-GENE-121219-4]";"kansl1b";567884;"ZDB-GENE-121219-4"
"16985";"ENSDARG00000088245";"si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]";"si:dkey-16p6.1";NA;"ZDB-GENE-081103-43"
"16986";"ENSDARG00000088246";"THO complex 1 [Source:ZFIN;Acc:ZDB-GENE-030826-9]";"thoc1";373077;"ZDB-GENE-030826-9"
"16987";"ENSDARG00000088247";"si:ch1073-303k11.2 [Source:ZFIN;Acc:ZDB-GENE-141216-99]";"si:ch1073-303k11.2";100333296;"ZDB-GENE-141216-99"
"16988";"ENSDARG00000088251";"galectin 17 [Source:ZFIN;Acc:ZDB-GENE-131121-418]";"lgals17";794824;"ZDB-GENE-131121-418"
"16989";"ENSDARG00000088252";"si:dkey-83f18.7 [Source:ZFIN;Acc:ZDB-GENE-070705-506]";"si:dkey-83f18.7";100001364;"ZDB-GENE-070705-506"
"16990";"ENSDARG00000088255";"SPARC related modular calcium binding 1 [Source:ZFIN;Acc:ZDB-GENE-110310-7]";"smoc1";100529120;"ZDB-GENE-110310-7"
"16991";"ENSDARG00000088258";"modulator of smoothened a [Source:NCBI gene;Acc:100535551]";"CABZ01038494.1";100535551;""
"16992";"ENSDARG00000088260";"grass carp reovirus (GCRV)-induced gene 2p [Source:ZFIN;Acc:ZDB-GENE-070705-490]";"gig2p";796385;"ZDB-GENE-070705-490"
"16993";"ENSDARG00000088263";"zgc:174356 [Source:ZFIN;Acc:ZDB-GENE-080215-21]";"zgc:174356";100137120;"ZDB-GENE-080215-21"
"16994";"ENSDARG00000088274";"si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]";"si:ch211-181d7.1";100149909;"ZDB-GENE-121214-14"
"16995";"ENSDARG00000088276";"zgc:92591 [Source:ZFIN;Acc:ZDB-GENE-040718-483]";"zgc:92591";436997;"ZDB-GENE-070424-145"
"16996";"ENSDARG00000088276";"zgc:92591 [Source:ZFIN;Acc:ZDB-GENE-040718-483]";"zgc:92591";436997;"ZDB-GENE-040718-483"
"16997";"ENSDARG00000088277";"sushi domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-120215-196]";"susd5";101886789;"ZDB-GENE-120215-196"
"16998";"ENSDARG00000088283";"si:ch73-248e21.5 [Source:ZFIN;Acc:ZDB-GENE-120215-255]";"si:ch73-248e21.5";101885079;"ZDB-GENE-120215-255"
"16999";"ENSDARG00000088290";"forkhead box J1b [Source:ZFIN;Acc:ZDB-GENE-041212-76]";"foxj1b";494105;"ZDB-GENE-041212-76"
"17000";"ENSDARG00000088293";"double C2-like domains, beta [Source:ZFIN;Acc:ZDB-GENE-090615-1]";"doc2b";100006713;"ZDB-GENE-090615-1"
"17001";"ENSDARG00000088298";"si:ch211-235i11.4 [Source:ZFIN;Acc:ZDB-GENE-131126-23]";"si:ch211-235i11.4";NA;"ZDB-GENE-131126-23"
"17002";"ENSDARG00000088301";"si:dkey-254e13.6 [Source:ZFIN;Acc:ZDB-GENE-070705-420]";"si:dkey-254e13.6";NA;"ZDB-GENE-070705-420"
"17003";"ENSDARG00000088307";"myocardin related transcription factor Ba [Source:ZFIN;Acc:ZDB-GENE-130531-36]";"mrtfba";793956;"ZDB-GENE-130531-36"
"17004";"ENSDARG00000088308";"notch homolog, like [Source:ZFIN;Acc:ZDB-GENE-070220-2]";"notchl";569522;"ZDB-GENE-070220-2"
"17005";"ENSDARG00000088315";"si:ch211-103f14.3 [Source:ZFIN;Acc:ZDB-GENE-110411-160]";"si:ch211-103f14.3";101884180;"ZDB-GENE-110411-160"
"17006";"ENSDARG00000088316";"si:ch73-302o18.2 [Source:ZFIN;Acc:ZDB-GENE-120215-213]";"si:ch73-302o18.2";101882887;"ZDB-GENE-120215-213"
"17007";"ENSDARG00000088318";"ubiquitin associated protein 2a [Source:ZFIN;Acc:ZDB-GENE-070424-16]";"ubap2a";563733;"ZDB-GENE-070424-16"
"17008";"ENSDARG00000088329";"si:ch211-132e22.4 [Source:ZFIN;Acc:ZDB-GENE-130530-934]";"si:ch211-132e22.4";101885497;"ZDB-GENE-130530-934"
"17009";"ENSDARG00000088330";"hemoglobin, alpha embryonic 1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-80]";"hbae1.1";572729;"ZDB-GENE-980526-80"
"17010";"ENSDARG00000088331";"zinc finger protein 1028 [Source:ZFIN;Acc:ZDB-GENE-131125-19]";"znf1028";110439308;"ZDB-GENE-131125-19"
"17011";"ENSDARG00000088332";"ALX homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-070712-3]";"alx4a";100006399;"ZDB-GENE-070712-3"
"17012";"ENSDARG00000088342";"transmembrane protein 145 [Source:ZFIN;Acc:ZDB-GENE-110411-84]";"tmem145";557826;"ZDB-GENE-110411-84"
"17013";"ENSDARG00000088343";"proline-rich transmembrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-140106-210]";"prrt4";101886739;"ZDB-GENE-140106-210"
"17014";"ENSDARG00000088346";"migration and invasion inhibitory protein [Source:ZFIN;Acc:ZDB-GENE-130620-1]";"miip";560634;"ZDB-GENE-130620-1"
"17015";"ENSDARG00000088347";"sp1 transcription factor [Source:ZFIN;Acc:ZDB-GENE-030131-2829]";"sp1";324109;"ZDB-GENE-030131-2829"
"17016";"ENSDARG00000088356";"transmembrane protein 117 [Source:ZFIN;Acc:ZDB-GENE-040426-2809]";"tmem117";NA;"ZDB-GENE-040426-2809"
"17017";"ENSDARG00000088357";"acyl-CoA dehydrogenase long chain [Source:ZFIN;Acc:ZDB-GENE-040426-771]";"acadl";394156;"ZDB-GENE-040426-771"
"17018";"ENSDARG00000088366";"zgc:77938 [Source:ZFIN;Acc:ZDB-GENE-040426-1910]";"zgc:77938";402939;"ZDB-GENE-040426-1910"
"17019";"ENSDARG00000088367";"si:cabz01069013.3 [Source:ZFIN;Acc:ZDB-GENE-161017-47]";"si:cabz01069013.3";796738;"ZDB-GENE-161017-47"
"17020";"ENSDARG00000088377";"retinitis pigmentosa 1-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-67]";"rp1l1b";101885561;"ZDB-GENE-091204-67"
"17021";"ENSDARG00000088378";"zinc finger protein 1000 [Source:ZFIN;Acc:ZDB-GENE-110913-165]";"znf1000";NA;"ZDB-GENE-110913-165"
"17022";"ENSDARG00000088383";"cytochrome c oxidase subunit 5Aa [Source:ZFIN;Acc:ZDB-GENE-050522-133]";"cox5aa";554101;"ZDB-GENE-050522-133"
"17023";"ENSDARG00000088390";"NME/NM23 nucleoside diphosphate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1043]";"nme4";394170;"ZDB-GENE-040426-1043"
"17024";"ENSDARG00000088398";"transmembrane protein 107 like [Source:ZFIN;Acc:ZDB-GENE-090313-269]";"tmem107l";559365;"ZDB-GENE-090313-269"
"17025";"ENSDARG00000088402";"RUN and cysteine rich domain containing beclin 1 interacting protein like [Source:ZFIN;Acc:ZDB-GENE-070912-256]";"rubcnl";NA;"ZDB-GENE-070912-256"
"17026";"ENSDARG00000088408";"si:ch211-171h4.7 [Source:ZFIN;Acc:ZDB-GENE-120215-25]";"si:ch211-171h4.7";NA;"ZDB-GENE-120215-25"
"17027";"ENSDARG00000088411";"notum pectinacetylesterase 2 [Source:ZFIN;Acc:ZDB-GENE-120215-77]";"notum2";566040;"ZDB-GENE-120215-77"
"17028";"ENSDARG00000088423";"si:ch211-66k16.28 [Source:ZFIN;Acc:ZDB-GENE-120709-59]";"si:ch211-66k16.28";101882558;"ZDB-GENE-120709-59"
"17029";"ENSDARG00000088428";"si:ch211-189a15.5 [Source:ZFIN;Acc:ZDB-GENE-141215-48]";"si:ch211-189a15.5";100149436;"ZDB-GENE-141215-48"
"17030";"ENSDARG00000088439";"GM2 ganglioside activator [Source:ZFIN;Acc:ZDB-GENE-050417-373]";"gm2a";550529;"ZDB-GENE-050417-373"
"17031";"ENSDARG00000088440";"slingshot protein phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3810]";"ssh2a";325085;"ZDB-GENE-030131-3810"
"17032";"ENSDARG00000088443";"si:dkey-190j3.3 [Source:ZFIN;Acc:ZDB-GENE-050208-559]";"si:dkey-190j3.3";NA;"ZDB-GENE-050208-559"
"17033";"ENSDARG00000088444";"selenoprotein L [Source:NCBI gene;Acc:100462964]";"selenol";100462964;""
"17034";"ENSDARG00000088452";"si:dkey-24i24.3 [Source:ZFIN;Acc:ZDB-GENE-110411-103]";"si:dkey-24i24.3";NA;"ZDB-GENE-110411-103"
"17035";"ENSDARG00000088453";"odorant receptor, family D, subfamily 111, member 7 [Source:ZFIN;Acc:ZDB-GENE-000329-15]";"or111-7";58104;"ZDB-GENE-000329-15"
"17036";"ENSDARG00000088462";"trace amine associated receptor 12j [Source:ZFIN;Acc:ZDB-GENE-041014-59]";"taar12j";795139;"ZDB-GENE-041014-59"
"17037";"ENSDARG00000088463";"ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:NCBI gene;Acc:100331587]";"CLPB";100331587;""
